14.9977	0	5.45187	0
15.2497	0.251999	5.45647	0.00460195
15.3224	0.162655	5.48025	0.0239207
15.338	0.116061	5.45614	0.0294501
15.4268	0.126394	5.40836	0.0529455
15.4354	0.103558	5.34797	0.0742672
15.1892	0.261331	5.45236	0.121805
15.0654	0.257935	5.50447	0.117656
15.1411	0.239739	5.4554	0.114782
15.2421	0.237037	5.44575	0.103117
15.2239	0.215182	5.4269	0.0951584
15.1848	0.200286	5.41425	0.0877839
15.152	0.187136	5.41119	0.0808074
15.2291	0.189638	5.38538	0.0791387
15.1406	0.197484	5.38124	0.0737903
15.1739	0.187702	5.38571	0.0691691
15.1286	0.182034	5.38623	0.0649752
15.1397	0.17198	5.38742	0.0612707
15.1293	0.163005	5.41075	0.0624753
15.1438	0.15532	5.42374	0.0606762
15.1358	0.147959	5.41664	0.0581493
15.1158	0.142487	5.43584	0.0586742
15.1658	0.145046	5.43343	0.0561171
15.189	0.140803	5.42912	0.0539
15.1584	0.138475	5.43084	0.0517275
15.129	0.136248	5.44655	0.0521231
15.1296	0.131106	5.45863	0.0515893
15.1116	0.127608	5.4537	0.0499564
15.0626	0.132529	5.4528	0.0482113
15.0886	0.130643	5.45073	0.0466225
15.0805	0.126617	5.46009	0.0460536
15.108	0.125636	5.45397	0.0450091
15.1119	0.121834	5.46009	0.0440508
15.1399	0.121453	5.47066	0.0440246
15.1293	0.118406	5.46993	0.0427546
15.1345	0.115189	5.47251	0.0416306
15.1562	0.114117	5.46529	0.0411298
15.1944	0.11745	5.47484	0.0411568
15.2117	0.115705	5.47242	0.0401605
15.1883	0.115183	5.47605	0.0393118
15.1709	0.113683	5.47481	0.0383612
15.1724	0.110954	5.46924	0.0378491
15.1823	0.108791	5.46904	0.0369589
15.1997	0.107705	5.4615	0.0368882
15.21	0.105791	5.45045	0.037715
15.2156	0.103616	5.4462	0.0371297
15.2188	0.101438	5.44293	0.0364779
15.2297	0.0998966	5.43313	0.0370321
15.2268	0.0978798	5.4358	0.0363668
15.2287	0.0959219	5.43008	0.0360872
15.2148	0.0950466	5.42843	0.035411
15.1955	0.0951838	5.43895	0.0362808
15.1916	0.09345	5.44732	0.0365614
15.1792	0.0925357	5.44639	0.03589
15.1813	0.0908608	5.45054	0.0354751
15.1684	0.0901557	5.4593	0.0359185
15.1674	0.0885646	5.46219	0.0354014
15.15	0.0887563	5.46098	0.0348067
15.1528	0.0872834	5.45073	0.0357148
15.1493	0.085885	5.45654	0.0355918
15.1175	0.0902839	5.46476	0.035957
15.0992	0.0906788	5.46648	0.0354138
15.1047	0.0893979	5.46472	0.0348915
15.0983	0.0882193	5.46902	0.0346097
15.1005	0.0868797	5.4714	0.0341562
15.0923	0.085953	5.47082	0.0336397
15.0944	0.0846874	5.4682	0.033237
15.0817	0.0843986	5.46652	0.032788
15.0864	0.0832986	5.46338	0.0324609
15.0833	0.0821556	5.46126	0.0320645
15.0862	0.0810396	5.46043	0.0316205
15.0877	0.0799206	5.45379	0.0318767
15.0846	0.0788777	5.4485	0.0318793
15.1001	0.0793269	5.44859	0.0314457
15.097	0.0783215	5.44907	0.0310273
15.0971	0.0772841	5.44831	0.0306257
15.0981	0.0762803	5.45191	0.0304397
15.0994	0.0753071	5.4513	0.0300531
15.107	0.0747374	5.44849	0.0298032
15.0961	0.0745978	5.44712	0.0294601
15.0843	0.0746082	5.45019	0.0292555
15.0762	0.0741407	5.45068	0.0289008
15.0752	0.0732484	5.45388	0.0287284
15.0686	0.0726727	5.45717	0.0285752
15.0687	0.0718126	5.45618	0.0282545
15.074	0.0711703	5.46152	0.0284299
15.0705	0.0704314	5.46293	0.0281367
15.0717	0.0696358	5.4631	0.0278157
15.0759	0.068977	5.4687	0.0280651
15.0633	0.0693591	5.47134	0.0278771
15.0679	0.0687494	5.47605	0.0279675
15.0681	0.0679983	5.48198	0.02829
15.0714	0.0673424	5.48437	0.0280862
15.0723	0.0666291	5.48113	0.0279734
15.0686	0.06603	5.48766	0.0284359
15.0667	0.0653665	5.48995	0.0282315
15.0626	0.0648208	5.49031	0.0279413
15.0636	0.0641652	5.49016	0.0276551
15.0733	0.0642477	5.48728	0.0275255
15.0729	0.0636032	5.48786	0.0272551
