0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.00192581  0.0240348  0.170704  0.550792  1.18789  1.86739  2.34383  2.55772  2.54009  2.42039  2.20929  1.96348  1.76393  1.56224  1.40802  1.24951  1.12488  1.01559  0.931845  0.867265  0.814233  0.772151  0.734324  0.714749  0.686935  0.668325  0.667111  0.669591  0.669657  0.682815  0.696782  0.72335  0.744659  0.790476  0.820059  0.847749  0.898147  0.939627  0.980995  1.02652  1.06829  1.10215  1.13336  1.16833  1.18564  1.20704  1.2181  1.20923  1.21581  1.196  1.18144  1.15479  1.12539  1.09736  1.07095  1.03255  1.00564  0.982757  0.959704  0.935208  0.927145  0.912911  0.900155  0.888428  0.876961  0.882389  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000733642  0.0252907  0.166484  0.563833  1.19345  1.88239  2.35987  2.5679  2.53067  2.40625  2.20019  1.96952  1.76994  1.58026  1.38516  1.25782  1.12304  1.03372  0.938043  0.85058  0.809989  0.769156  0.732067  0.705604  0.679567  0.673135  0.668066  0.665233  0.66453  0.673164  0.693581  0.70942  0.74677  0.771561  0.815721  0.864981  0.913993  0.942797  0.98439  1.03833  1.07746  1.10401  1.13583  1.16944  1.19346  1.21484  1.21004  1.20531  1.20815  1.20035  1.17368  1.14595  1.11798  1.0929  1.06538  1.03554  1.01057  0.98339  0.959653  0.941639  0.927292  0.920948  0.902675  0.890713  0.877771  0.882246  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.00100876  0.0241647  0.165706  0.566976  1.21798  1.8684  2.35028  2.57563  2.5672  2.41338  2.21957  1.96174  1.75807  1.56151  1.38871  1.2332  1.11859  1.0118  0.92032  0.853822  0.804531  0.749985  0.7261  0.706017  0.692915  0.678654  0.677534  0.668119  0.670859  0.686239  0.709678  0.70914  0.742142  0.771549  0.808393  0.860178  0.901298  0.944602  0.98548  1.02735  1.06395  1.10449  1.13075  1.17265  1.19753  1.21954  1.22057  1.22804  1.22261  1.19192  1.17508  1.14665  1.12196  1.09161  1.05864  1.03532  1.00677  0.986441  0.961917  0.938149  0.917048  0.904868  0.904263  0.888606  0.871982  0.871909  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4.86307e-05  0.000779494  0.024208  0.158742  0.563328  1.20472  1.86585  2.33341  2.55135  2.52985  2.40646  2.17635  1.97711  1.76073  1.57141  1.39918  1.26225  1.11938  1.01802  0.943825  0.874035  0.823623  0.77573  0.740085  0.710755  0.69191  0.682554  0.669273  0.665926  0.673905  0.682463  0.70838  0.718287  0.755224  0.778473  0.814092  0.849828  0.894896  0.928577  0.971764  1.00895  1.05483  1.09957  1.1265  1.16408  1.20033  1.21025  1.2131  1.21724  1.21156  1.19173  1.17449  1.15254  1.12507  1.09242  1.07273  1.04187  1.00784  0.98691  0.971256  0.944636  0.930256  0.916705  0.910933  0.894037  0.883965  0.8868  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000687789  0.0237749  0.168041  0.560728  1.19412  1.89527  2.32543  2.57607  2.55257  2.39391  2.20218  1.97197  1.75613  1.55452  1.376  1.23543  1.11761  1.01522  0.935369  0.876456  0.806332  0.776368  0.740051  0.712389  0.697269  0.679826  0.673568  0.67112  0.67927  0.695917  0.712748  0.722116  0.761296  0.783804  0.819164  0.864167  0.889988  0.943427  0.976135  1.0223  1.04788  1.08236  1.12453  1.15983  1.18725  1.20903  1.2209  1.2185  1.21454  1.19894  1.17681  1.1479  1.12005  1.09083  1.05587  1.02525  1.01105  0.979374  0.953835  0.937887  0.926687  0.918524  0.906186  0.900427  0.891778  0.885614  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.00100876  0.0262867  0.183567  0.589331  1.22696  1.86518  2.33594  2.52828  2.55538  2.39028  2.1815  1.95528  1.72784  1.55261  1.37697  1.24793  1.12383  1.00003  0.943528  0.881319  0.825221  0.777041  0.74624  0.709665  0.697237  0.675494  0.678548  0.679288  0.679647  0.698354  0.707894  0.730169  0.754619  0.790236  0.814197  0.859489  0.890207  0.940203  0.978544  1.00674  1.05147  1.08167  1.1317  1.15047  1.18306  1.20301  1.21163  1.21397  1.2112  1.19496  1.17101  1.15062  1.12527  1.09261  1.06052  1.03182  1.00744  0.986512  0.967805  0.957827  0.933568  0.920852  0.904363  0.89681  0.888313  0.890085  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4.86307e-05  0.00192581  0.0266331  0.164518  0.573962  1.18429  1.86564  2.36103  2.53887  2.54686  2.41612  2.19052  1.98228  1.74667  1.57608  1.38732  1.25022  1.11468  1.00726  0.938498  0.875941  0.820517  0.762884  0.731451  0.705423  0.681034  0.681228  0.669437  0.666012  0.677091  0.678348  0.6961  0.723477  0.749349  0.784007  0.825654  0.860246  0.910413  0.954178  0.979915  1.01819  1.06408  1.10573  1.12736  1.16868  1.1882  1.20658  1.20873  1.21291  1.20512  1.19318  1.17658  1.14459  1.11537  1.09097  1.06375  1.02966  1.00566  0.978442  0.954173  0.934447  0.918503  0.91333  0.90213  0.891425  0.883548  0.891061  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.00105461  0.0252473  0.162716  0.566549  1.21131  1.85535  2.34483  2.55794  2.56394  2.38935  2.16872  1.96108  1.75363  1.56628  1.38261  1.2408  1.11147  1.03166  0.944399  0.873024  0.821418  0.794034  0.741607  0.715294  0.6977  0.681984  0.670407  0.671784  0.677007  0.683018  0.703526  0.716875  0.752188  0.773729  0.80374  0.84932  0.886287  0.933531  0.984837  1.02248  1.05343  1.10325  1.12862  1.16548  1.18722  1.21156  1.2152  1.21642  1.21703  1.1916  1.17389  1.14251  1.13323  1.09995  1.06272  1.04148  1.00695  0.978468  0.965017  0.948868  0.932682  0.9116  0.903912  0.89015  0.883981  0.883878  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.00128387  0.0211766  0.157923  0.564221  1.18462  1.84315  2.32766  2.56038  2.55354  2.40478  2.20865  2.0012  1.76865  1.56802  1.38783  1.25343  1.13043  1.02759  0.934063  0.876151  0.808868  0.75895  0.730528  0.707783  0.694351  0.676141  0.668379  0.663054  0.672577  0.675885  0.692335  0.714432  0.739821  0.780378  0.81215  0.857918  0.887868  0.936018  0.98872  1.0231  1.06883  1.1035  1.13076  1.16867  1.19377  1.21417  1.22112  1.23057  1.20953  1.19982  1.17115  1.15019  1.1271  1.09285  1.0696  1.03763  1.0148  0.988429  0.958396  0.936288  0.919518  0.911439  0.901333  0.884977  0.879194  0.886386  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.000962905  0.0241647  0.164436  0.565346  1.201  1.83465  2.35341  2.52746  2.55061  2.38304  2.21361  1.97771  1.75558  1.55924  1.3915  1.24804  1.12752  1.03934  0.936538  0.880461  0.823163  0.772062  0.741248  0.710672  0.691448  0.680273  0.66893  0.671568  0.671879  0.682923  0.697897  0.724419  0.754841  0.785672  0.822839  0.858382  0.887166  0.940278  0.976395  1.016  1.04758  1.09077  1.1172  1.15878  1.17978  1.19523  1.21079  1.22041  1.20808  1.20272  1.17191  1.15079  1.13022  1.09674  1.06439  1.0371  1.01996  0.992692  0.970037  0.946508  0.934687  0.925484  0.914749  0.898653  0.894833  0.890824  
