                   1             1.22512             1.22512                   0
                   2             1.17173             1.19842           0.0188788
                   3             1.17019             1.18901           0.0147461
                   4             1.20966             1.19417           0.0119286
                   5             1.18945             1.19323          0.00958025
                   6             1.24606             1.20204           0.0113295
                   7             1.24702             1.20846           0.0113889
                   8             1.19925             1.20731           0.0100233
                   9             1.21911             1.20862          0.00899492
                  10             1.21149             1.20891          0.00809999
                  11              1.1903             1.20722          0.00753812
                  12             1.18669             1.20551          0.00710138
                  13             1.20443             1.20542          0.00655561
                  14             1.17742             1.20342          0.00638529
                  15              1.2022             1.20334          0.00596012
                  16              1.1943             1.20278          0.00561436
                  17             1.20352             1.20282          0.00528428
                  18             1.23402             1.20455          0.00526727
                  19             1.21515             1.20511          0.00501946
                  20             1.21245             1.20548          0.00478188
                  21             1.23868             1.20706          0.00480852
                  22             1.24931             1.20898          0.00495862
                  23             1.26244              1.2113          0.00525963
                  24             1.17229             1.20968          0.00528569
                  25              1.1663             1.20794          0.00535145
                  26             1.18332               1.207          0.00522876
                  27             1.20781             1.20703          0.00503519
                  28             1.22927             1.20782          0.00491761
                  29             1.23577             1.20878          0.00484158
                  30             1.21262             1.20891          0.00468188
