                   1            -4.61675            -4.61675                   0
                   2             -4.6161            -4.61643         0.000228693
                   3            -4.61503            -4.61596         0.000410599
                   4            -4.61352            -4.61535         0.000611738
                   5            -4.61158             -4.6146         0.000833051
                   6            -4.60921             -4.6137          0.00107357
                   7            -4.60642            -4.61266          0.00133218
                   8            -4.60319            -4.61147          0.00160788
                   9            -4.59953            -4.61015          0.00189979
                  10            -4.59543            -4.60868          0.00220717
                  11            -4.59091            -4.60706          0.00252938
                  12            -4.58595             -4.6053          0.00286586
                  13            -4.58055             -4.6034          0.00321615
                  14            -4.57472            -4.60135          0.00357982
                  15            -4.56845            -4.59916          0.00395652
                  16            -4.56173            -4.59682          0.00434592
                  17            -4.55458            -4.59433          0.00474776
                  18            -4.54697             -4.5917          0.00516178
                  19            -4.53892            -4.58892          0.00558779
                  20            -4.53042              -4.586          0.00602558
                  21            -4.52147            -4.58293            0.006475
                  22            -4.51205             -4.5797          0.00693591
                  23            -4.50218            -4.57633          0.00740818
                  24            -4.49185            -4.57281          0.00789171
                  25            -4.48104            -4.56914          0.00838641
                  26            -4.46953            -4.56531          0.00889601
                  27            -4.45779            -4.56133          0.00941581
                  28            -4.44556            -4.55719          0.00994593
                  29            -4.43286            -4.55291           0.0104865
                  30            -4.41966            -4.54847           0.0110375
                  31            -4.40597            -4.54387           0.0115991
                  32            -4.39131             -4.5391           0.0121771
                  33            -4.37663            -4.53418           0.0127646
                  34            -4.36096            -4.52908           0.0133673
                  35            -4.34526            -4.52383           0.0139791
                  36            -4.32881            -4.51841           0.0146028
                  37            -4.31183            -4.51283           0.0152382
                  38            -4.29432            -4.50708           0.0158851
                  39            -4.27605            -4.50116           0.0165456
                  40            -4.25723            -4.49506           0.0172191
                  41            -4.23811            -4.48879           0.0179033
                  42            -4.21795            -4.48234           0.0186022
                  43            -4.19772            -4.47572           0.0193114
                  44             -4.1762            -4.46892           0.0200364
                  45            -4.15435            -4.46193           0.0207748
                  46            -4.13169            -4.45475           0.0215279
                  47            -4.10892            -4.44739           0.0222918
                  48            -4.08556            -4.43985           0.0230668
                  49            -4.06087            -4.43212           0.0238575
                  50            -4.03679            -4.42421           0.0246557
                  51            -4.01112            -4.41611            0.025468
                  52            -3.98532            -4.40783           0.0262911
                  53            -3.95912            -4.39936            0.027124
                  54            -3.93204            -4.39071           0.0279682
                  55            -3.90408            -4.38186           0.0288252
                  56             -3.8757            -4.37282           0.0296938
                  57            -3.84666            -4.36359            0.030574
                  58            -3.81647            -4.35415           0.0314684
                  59            -3.78512            -4.34451           0.0323793
                  60            -3.75332            -4.33466           0.0333051
                  61            -3.72131             -4.3246           0.0342433
                  62            -3.68884            -4.31435           0.0351928
                  63            -3.65541            -4.30389           0.0361551
                  64            -3.62127            -4.29322           0.0371301
                  65            -3.58615            -4.28234            0.038119
                  66            -3.55126            -4.27127           0.0391178
                  67            -3.51562            -4.25999           0.0401269
                  68            -3.47779            -4.24849           0.0411525
                  69             -3.4404            -4.23677           0.0421897
                  70            -3.40248            -4.22486           0.0432377
                  71            -3.36378            -4.21273            0.044297
                  72            -3.32357            -4.20038           0.0453705
                  73            -3.28306            -4.18781           0.0464566
                  74            -3.24054            -4.17501           0.0475598
                  75            -3.19818            -4.16199           0.0486764
                  76            -3.15526            -4.14874           0.0498057
                  77            -3.11175            -4.13527           0.0509471
