                   1           0.0586528           0.0586528                   0
                   2            0.043151           0.0509019          0.00548072
                   3            0.053355           0.0517196          0.00371431
                   4            0.050124           0.0513207          0.00280707
                   5           0.0511001           0.0512766            0.002246
                   6           0.0538552           0.0517064          0.00191235
                   7           0.0399352           0.0500248          0.00226067
                   8            0.056306           0.0508099          0.00211003
                   9           0.0595917           0.0517857          0.00208905
                  10           0.0603142           0.0526385          0.00204684
                  11           0.0603042           0.0533354          0.00197584
                  12             0.05351             0.05335          0.00181124
                  13           0.0628161           0.0540781          0.00181238
                  14           0.0454703           0.0534633          0.00178417
                  15           0.0532004           0.0534458          0.00166531
                  16           0.0524582            0.053384          0.00156237
                  17           0.0458455           0.0529406          0.00153211
                  18           0.0430752           0.0523925          0.00154191
                  19           0.0516043            0.052351          0.00146131
                  20           0.0477028           0.0521186          0.00140661
                  21           0.0543585           0.0522253          0.00134367
                  22           0.0666382           0.0528804          0.00143343
                  23           0.0537525           0.0529183          0.00137161
                  24           0.0592298           0.0531813          0.00133943
                  25           0.0569545           0.0533322          0.00129433
                  26           0.0461369           0.0530555          0.00127379
                  27           0.0417682           0.0526374           0.0012934
                  28           0.0462868           0.0524106          0.00126693
                  29           0.0464985           0.0522068          0.00123954
                  30           0.0621262           0.0525374          0.00124154
                  31           0.0452606           0.0523027          0.00122348
                  32           0.0394895           0.0519023          0.00124905
                  33           0.0388769           0.0515076          0.00127204
                  34           0.0425482            0.051244          0.00126162
                  35           0.0444595           0.0510502          0.00124038
                  36           0.0532135           0.0511103          0.00120738
                  37           0.0695335           0.0516082          0.00127329
                  38           0.0607553           0.0518489          0.00126233
                  39           0.0498356           0.0517973          0.00123101
                  40           0.0571953           0.0519323          0.00120761
                  41           0.0542373           0.0519885          0.00117947
                  42           0.0564402           0.0520945          0.00115614
                  43           0.0413271           0.0518441          0.00115605
                  44           0.0461297           0.0517142          0.00113705
                  45           0.0441076           0.0515452          0.00112427
                  46           0.0396292           0.0512861          0.00112928
                  47           0.0404482           0.0510555          0.00112855
                  48           0.0376964           0.0507772          0.00113884
                  49           0.0448025           0.0506553          0.00112211
                  50           0.0436072           0.0505143          0.00110849
                  51           0.0510603            0.050525           0.0010868
                  52           0.0549831           0.0506107          0.00106928
                  53           0.0448647           0.0505023          0.00105458
